angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,racePos,rpm,speedX,speedY,speedZ,trackPos,z,opponents,steer,accel,brake,gear_act
0,-0.362,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.342,0,6201.46,0,94,0,0,1,942.478,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.5,0.0,1
0,-0.322,0,6201.46,0,94,0,0,1,1020.38,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.5,0.0,1
0,-0.302,0,6201.46,0,94,0,0,1,1100.11,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.5,0.0,1
0,-0.282,0,6201.46,0,94,0,0,1,1180.84,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.5,0.0,1
0,-0.262,0,6201.46,0,94,0,0,1,1262.49,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.5,0.0,1
0,-0.242,0,6201.46,0,94,0,0,1,1345.08,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.5,0.0,1
0,-0.222,0,6201.46,0,94,0,0,1,1428.59,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.5,0.0,1
0,-0.202,0,6201.46,0,94,0,0,1,1513.03,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.5,0.0,1
0,-0.182,0,6201.46,0,94,0,0,1,1598.41,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.5,0.0,1
